iter	R2	RMSE
135	0.9987360619	0.0358383331
136	0.9987516127	0.03561718419
137	0.9987589238	0.03551273577
138	0.9988306993	0.03447053414
139	0.9989105536	0.03327268483
140	0.9989188409	0.03314589115
141	0.998961404	0.03248689737
142	0.998966766	0.0324029277
143	0.9990271105	0.03144247074
144	0.9990306455	0.03138529591
145	0.9990363861	0.03129222479
146	0.9990974687	0.0302841952
147	0.999154833	0.02930597475
148	0.999211998	0.02829753169
149	0.9992543106	0.02752731798
150	0.9992943148	0.026778756
151	0.9993032926	0.02660787098
152	0.9993381779	0.0259331651
153	0.99937441	0.02521330677
154	0.9994117558	0.02444914854
155	0.9994195666	0.02428628519
156	0.9994572974	0.02348366427
157	0.9994592881	0.02344055339
158	0.9994955833	0.02264016741
159	0.9995239888	0.02199345596
160	0.9995525743	0.02132285639
161	0.9995811631	0.02063038803
162	0.9995868555	0.02048971294
163	0.9996109024	0.0198844766
164	0.9996299163	0.01939254759
165	0.9996321129	0.01933491057
166	0.9996414851	0.01908703692
167	0.9996675593	0.01837985196
168	0.9996773724	0.01810654875
169	0.99970046	0.01744666149
170	0.9997168345	0.01696309499
171	0.999736279	0.01637032485
172	0.9997559596	0.01574765034
173	0.9997732495	0.0151795556
174	0.9997884889	0.01466059028
175	0.9998031983	0.01414162545
176	0.9998185978	0.0135770726
177	0.9998315428	0.01308367192
178	0.9998433821	0.01261553206
179	0.9998535723	0.01219822097
180	0.9998617917	0.01185091619
181	0.9998718589	0.01141114187
182	0.9998801934	0.0110338057
183	0.9998869905	0.01071623727
184	0.9998909735	0.01052569667
185	0.9998916034	0.01049524944
186	0.9999010512	0.01002744112
187	0.9999069862	0.009722068079
188	0.9999075175	0.009694260938
189	0.9999105254	0.009535308727
190	0.9999117637	0.009469094097
191	0.9999123487	0.009437652484
192	0.9999132957	0.009386534349
193	0.9999183418	0.009109293886
194	0.9999188338	0.009081813764
195	0.9999243873	0.008765613857
196	0.9999289992	0.008494083933
197	0.9999324864	0.008282866029
198	0.999934852	0.008136461666
199	0.9999392006	0.007860219065
200	0.9999415941	0.007703945732
201	0.9999419224	0.007682266097
202	0.9999457542	0.007424512942
203	0.9999491664	0.007187209675
204	0.9999514554	0.007023525549
205	0.9999545085	0.006799080877
206	0.9999547636	0.006779991329
207	0.999957689	0.006557093501
208	0.9999602926	0.006352147262
209	0.9999626936	0.006157102537
210	0.999963552	0.006085853932
211	0.9999637718	0.006067476092
212	0.9999641625	0.006034673831
213	0.9999665463	0.005830519763
214	0.9999678431	0.005716393977
215	0.9999695821	0.005559674444
216	0.999971432	0.005387967909
217	0.9999735289	0.005186456379
218	0.9999748227	0.005058121138
219	0.9999749509	0.005045226375
220	0.9999762526	0.004912396203
221	0.9999763782	0.004899382808
222	0.9999772917	0.004803715799
223	0.9999784812	0.004676210499
224	0.9999799804	0.004510370387
225	0.9999800998	0.00449690386
226	0.9999815179	0.004333716919
227	0.9999826745	0.00419593171
228	0.9999837968	0.004057750281
229	0.9999846979	0.003943306501
230	0.9999858367	0.003793742627
231	0.9999868612	0.003653954727
232	0.9999877272	0.003531481076
233	0.9999884792	0.003421576228
234	0.9999893148	0.003295154884
235	0.9999893906	0.003283453014
236	0.9999901751	0.003159728486
237	0.9999908417	0.003050652812
238	0.9999909026	0.003040483165
239	0.9999909595	0.003030966933
240	0.9999916255	0.002917184731
241	0.9999916892	0.002906066219
242	0.9999921213	0.002829518883
243	0.9999925747	0.002746887112
244	0.9999929799	0.002670888456
245	0.9999933704	0.002595549469
246	0.9999934671	0.002576551202
247	0.9999935068	0.002568708338
248	0.9999939416	0.002481205637
249	0.9999943224	0.002401974204
250	0.999994615	0.002339260826
251	0.9999948375	0.002290426738
252	0.9999952135	0.002205439297
253	0.9999954764	0.002144005302
254	0.9999957752	0.002071980888
255	0.999995797	0.00206663136
256	0.9999958231	0.002060215991
257	0.9999959974	0.002016763002
258	0.9999960229	0.002010340286
259	0.9999962381	0.001955195602
260	0.9999964678	0.001894549768
261	0.9999965174	0.001881208746
262	0.9999967606	0.001814323083
263	0.9999969014	0.00177447064
264	0.9999969445	0.001762081061
265	0.999997101	0.001716349952
266	0.9999971176	0.001711448809
267	0.9999971522	0.001701151689
268	0.9999973419	0.001643492955
269	0.9999973555	0.001639306658
270	0.9999975213	0.001587070508
271	0.999997667	0.001539717784
272	0.9999976808	0.001535175959
273	0.9999978328	0.001484018561
274	0.9999979865	0.001430402687
275	0.9999980878	0.001393958167
276	0.999998196	0.001353951341
277	0.9999982221	0.001344109828
278	0.9999983109	0.001310134122
279	0.9999983622	0.001290094862
280	0.999998465	0.001248937052
281	0.9999985692	0.001205810988
282	0.999998579	0.001201651757
283	0.9999985955	0.00119467663
284	0.9999986898	0.001153861841
285	0.9999987415	0.001130846254
286	0.9999988321	0.001089423203
287	0.9999989077	0.001053540966
288	0.9999989686	0.001023741817
289	0.9999989795	0.001018347075
290	0.9999990292	0.0009932078402
291	0.9999990377	0.0009888917411
292	0.9999990448	0.0009852119446
293	0.9999990877	0.0009628136252
294	0.999999113	0.0009493811305
295	0.9999991536	0.0009274092968
296	0.9999991674	0.0009198034302
297	0.9999992092	0.00089646176
298	0.9999992312	0.0008838616037
299	0.9999992548	0.0008701803016
300	0.9999992932	0.0008475099917
301	0.9999992983	0.0008444020638
302	0.9999993035	0.0008413074106
303	0.9999993084	0.0008383319885
304	0.9999993435	0.000816801786
305	0.9999993809	0.0007931671942
306	0.9999994184	0.0007687428528
307	0.9999994226	0.0007659857344
308	0.999999443	0.0007523626683
309	0.9999994463	0.0007501231903
310	0.9999994497	0.0007477963853
311	0.9999994833	0.0007246339437
312	0.9999994858	0.0007228849108
313	0.9999995145	0.0007023721337
314	0.9999995495	0.0006766018916
315	0.9999995747	0.0006574047919
316	0.9999996049	0.0006336364583
317	0.9999996293	0.0006137158646
318	0.9999996408	0.0006041644997
319	0.9999996431	0.0006022419001
320	0.9999996452	0.000600431858
321	0.9999996474	0.0005985665301
322	0.999999649	0.000597256738
323	0.9999996583	0.000589257972
324	0.9999996603	0.0005875124602
325	0.9999996842	0.0005664792562
326	0.9999997036	0.0005488275612
327	0.9999997242	0.000529441907
328	0.9999997253	0.0005283347131
329	0.9999997303	0.0005234834568
330	0.9999997519	0.0005021524605
331	0.9999997665	0.0004871373627
332	0.999999781	0.0004717613693
333	0.999999784	0.0004684931276
334	0.9999997966	0.0004545820989
335	0.9999998053	0.0004447824537
336	0.9999998067	0.0004431606593
337	0.9999998166	0.0004316780933
338	0.9999998182	0.0004298011044
339	0.9999998199	0.0004278511207
340	0.999999829	0.0004168728771
341	0.9999998395	0.0004039062639
342	0.999999847	0.0003942811078
343	0.9999998559	0.0003826131421
344	0.9999998574	0.000380709026
345	0.9999998657	0.0003694122249
346	0.9999998666	0.0003681784753
347	0.9999998706	0.0003626484762
348	0.9999998716	0.0003611889014
349	0.9999998724	0.0003601224513
350	0.9999998806	0.0003483792078
351	0.9999998813	0.0003473673548
352	0.999999888	0.0003373952095
353	0.9999998956	0.0003257673526
354	0.9999998973	0.0003230178566
355	0.9999999034	0.0003133671188
356	0.9999999078	0.000306150991
357	0.9999999149	0.0002940242028
358	0.9999999204	0.0002843404257
359	0.9999999254	0.0002752399319
360	0.9999999258	0.0002745340589
361	0.9999999302	0.0002663853453
362	0.9999999305	0.0002657510259
363	0.9999999342	0.0002586162607
364	0.9999999346	0.0002578360399
365	0.9999999374	0.0002521612281
366	0.9999999377	0.0002515348556
367	0.9999999417	0.0002434883037
368	0.9999999423	0.000242133264
369	0.9999999446	0.0002373148486
370	0.9999999466	0.0002328698716
371	0.9999999469	0.0002322773568
372	0.9999999501	0.0002252700552
373	0.9999999503	0.0002247045346
374	0.9999999525	0.0002197566498
375	0.999999954	0.0002161526343
376	0.9999999549	0.0002141825246
377	0.999999958	0.0002066542949
378	0.999999961	0.0001990492321
379	0.9999999616	0.0001975626899
380	0.9999999629	0.0001940821245
381	0.999999965	0.0001886362502
382	0.9999999674	0.0001819384399
383	0.9999999697	0.0001753516866
384	0.9999999712	0.0001709522923
385	0.9999999715	0.0001702808105
386	0.9999999722	0.0001679844796
387	0.9999999737	0.0001633789553
388	0.999999975	0.0001592582645
389	0.999999977	0.0001527819143
390	0.9999999785	0.0001478199587
391	0.9999999799	0.0001429704807
392	0.99999998	0.0001423984185
393	0.9999999802	0.0001418502904
394	0.9999999803	0.0001413463225
395	0.9999999815	0.0001371210088
396	0.9999999824	0.0001336859724
397	0.9999999837	0.0001287048743
398	0.9999999838	0.0001284478388
399	0.9999999839	0.0001280722026
400	0.9999999847	0.0001246501658
401	0.9999999856	0.0001208600437
402	0.9999999867	0.0001162312219
403	0.9999999868	0.0001158494989
404	0.9999999874	0.0001132854814
405	0.9999999881	0.0001099153198
406	0.9999999882	0.0001095876833
407	0.9999999889	0.0001064358568
408	0.9999999894	0.0001037541494
409	0.9999999902	9.994970438e-05
410	0.9999999902	9.963989439e-05
411	0.9999999903	9.946608096e-05
412	0.9999999907	9.708461025e-05
413	0.9999999908	9.676949253e-05
414	0.9999999908	9.646548885e-05
415	0.9999999914	9.370654478e-05
416	0.9999999917	9.160539482e-05
417	0.9999999918	9.111768906e-05
418	0.9999999923	8.81790797e-05
419	0.9999999928	8.534396425e-05
420	0.9999999929	8.485872285e-05
421	0.9999999934	8.209932686e-05
422	0.9999999938	7.911177404e-05
423	0.9999999943	7.633617065e-05
424	0.9999999946	7.378916029e-05
425	0.9999999947	7.355197351e-05
426	0.9999999949	7.189346506e-05
427	0.999999995	7.147882064e-05
428	0.999999995	7.120283022e-05
429	0.9999999954	6.854354871e-05
430	0.9999999955	6.780776871e-05
431	0.9999999958	6.536433199e-05
432	0.9999999958	6.503049372e-05
433	0.9999999959	6.474820287e-05
434	0.9999999961	6.258314942e-05
435	0.9999999964	6.031001366e-05
436	0.9999999967	5.81015823e-05
437	0.9999999967	5.791755132e-05
438	0.9999999967	5.778068901e-05
439	0.9999999969	5.653151519e-05
440	0.9999999971	5.472762234e-05
441	0.9999999973	5.276970174e-05
442	0.9999999974	5.149908229e-05
443	0.9999999975	5.008399605e-05
444	0.9999999977	4.8218082e-05
445	0.9999999977	4.800070594e-05
446	0.9999999979	4.634426137e-05
447	0.999999998	4.497036311e-05
448	0.9999999981	4.349979583e-05
449	0.9999999982	4.281452039e-05
450	0.9999999983	4.128502965e-05
451	0.9999999984	3.975662128e-05
452	0.9999999985	3.966281298e-05
453	0.9999999986	3.831921277e-05
454	0.9999999986	3.766158225e-05
455	0.9999999987	3.651412673e-05
456	0.9999999987	3.60515109e-05
457	0.9999999988	3.484336458e-05
458	0.9999999989	3.353540185e-05
459	0.999999999	3.253440299e-05
460	0.999999999	3.16014435e-05
461	0.9999999991	3.09745855e-05
462	0.9999999991	3.089223366e-05
463	0.9999999991	3.080647735e-05
464	0.9999999991	3.067977598e-05
465	0.9999999991	2.987535992e-05
466	0.9999999991	2.976932355e-05
467	0.9999999991	2.966854153e-05
468	0.9999999992	2.868470808e-05
469	0.9999999993	2.753122693e-05
470	0.9999999993	2.690681529e-05
471	0.9999999993	2.651216345e-05
472	0.9999999994	2.568205055e-05
473	0.9999999994	2.556299702e-05
474	0.9999999994	2.551588677e-05
475	0.9999999994	2.4713264e-05
476	0.9999999994	2.464282026e-05
477	0.9999999994	2.445319342e-05
478	0.9999999994	2.43956723e-05
479	0.9999999995	2.351556305e-05
480	0.9999999995	2.346433794e-05
481	0.9999999995	2.241668893e-05
482	0.9999999995	2.172930798e-05
483	0.9999999995	2.168023689e-05
484	0.9999999996	2.129080853e-05
485	0.9999999996	2.094389956e-05
486	0.9999999996	2.05614667e-05
487	0.9999999996	1.996648907e-05
488	0.9999999996	1.988913012e-05
489	0.9999999996	1.984574804e-05
490	0.9999999996	1.908340894e-05
491	0.9999999997	1.847681317e-05
492	0.9999999997	1.8146313e-05
493	0.9999999997	1.769821193e-05
494	0.9999999997	1.713396372e-05
495	0.9999999997	1.707584755e-05
496	0.9999999997	1.659627924e-05
497	0.9999999997	1.610384234e-05
498	0.9999999998	1.555383933e-05
499	0.9999999998	1.550218579e-05
500	0.9999999998	1.542183639e-05
501	0.9999999998	1.488109572e-05
502	0.9999999998	1.483543848e-05
503	0.9999999998	1.442094769e-05
504	0.9999999998	1.420892128e-05
505	0.9999999998	1.380507635e-05
506	0.9999999998	1.37551674e-05
507	0.9999999998	1.359061688e-05
508	0.9999999998	1.322467351e-05
509	0.9999999998	1.318374088e-05
510	0.9999999998	1.278851962e-05
511	0.9999999998	1.237641647e-05
512	0.9999999999	1.233075736e-05
513	0.9999999999	1.210520725e-05
514	0.9999999999	1.205770584e-05
515	0.9999999999	1.201432116e-05
516	0.9999999999	1.168382223e-05
517	0.9999999999	1.134831203e-05
518	0.9999999999	1.090921877e-05
519	0.9999999999	1.072281874e-05
520	0.9999999999	1.041057883e-05
521	0.9999999999	1.007891904e-05
522	0.9999999999	1.005198934e-05
523	0.9999999999	9.716351521e-06
524	0.9999999999	9.415395334e-06
525	0.9999999999	9.101060472e-06
526	0.9999999999	9.078479462e-06
527	0.9999999999	8.802568427e-06
528	0.9999999999	8.763156346e-06
529	0.9999999999	8.747584975e-06
530	0.9999999999	8.505265029e-06
531	0.9999999999	8.488367651e-06
532	0.9999999999	8.473702986e-06
533	0.9999999999	8.181274818e-06
534	0.9999999999	8.158275102e-06
535	0.9999999999	7.919011152e-06
536	0.9999999999	7.736811229e-06
537	0.9999999999	7.720514608e-06
538	0.9999999999	7.527086865e-06
539	0.9999999999	7.506354836e-06
540	0.9999999999	7.25996265e-06
541	1	7.047177716e-06
542	1	6.852938066e-06
543	1	6.668194876e-06
544	1	6.646754969e-06
545	1	6.629042475e-06
546	1	6.523824381e-06
547	1	6.38154666e-06
548	1	6.210611745e-06
549	1	6.039336556e-06
550	1	6.026652658e-06
551	1	6.015143178e-06
552	1	5.860914983e-06
553	1	5.683682725e-06
554	1	5.66214816e-06
555	1	5.642043777e-06
556	1	5.410082426e-06
557	1	5.376411622e-06
558	1	5.364305422e-06
559	1	5.201458682e-06
560	1	5.036529903e-06
561	1	5.027320831e-06
562	1	4.847948013e-06
563	1	4.741925728e-06
564	1	4.725086059e-06
565	1	4.559405835e-06
566	1	4.44803823e-06
567	1	4.330876532e-06
568	1	4.224758144e-06
569	1	4.21663094e-06
570	1	4.100921424e-06
571	1	4.064497902e-06
572	1	4.045980667e-06
573	1	3.980106189e-06
574	1	3.971795991e-06
575	1	3.858004663e-06
576	1	3.727811771e-06
577	1	3.716150883e-06
578	1	3.673026501e-06
579	1	3.525790332e-06
580	1	3.402589336e-06
581	1	3.293644544e-06
582	1	3.18610848e-06
583	1	3.175489436e-06
584	1	3.160884464e-06
585	1	3.069365805e-06
586	1	3.06263997e-06
587	1	2.947168447e-06
588	1	2.938355396e-06
589	1	2.923683902e-06
590	1	2.860260138e-06
591	1	2.754977595e-06
592	1	2.657198919e-06
593	1	2.651377713e-06
594	1	2.645276327e-06
595	1	2.568200995e-06
596	1	2.491000646e-06
597	1	2.440069825e-06
598	1	2.35960784e-06
599	1	2.269803143e-06
600	1	2.265412288e-06
601	1	2.19734534e-06
602	1	2.137764638e-06
603	1	2.059219908e-06
604	1	1.99369676e-06
605	1	1.938187009e-06
606	1	1.87013595e-06
607	1	1.810933803e-06
608	1	1.756573949e-06
609	1	1.694142158e-06
610	1	1.654720252e-06
611	1	1.604439276e-06
612	1	1.597808966e-06
613	1	1.545538439e-06
614	1	1.539630098e-06
615	1	1.49583276e-06
616	1	1.457333843e-06
617	1	1.432625425e-06
618	1	1.429132632e-06
619	1	1.414921519e-06
620	1	1.380162757e-06
621	1	1.345180049e-06
622	1	1.293552389e-06
623	1	1.29074899e-06
624	1	1.258945213e-06
625	1	1.255459072e-06
626	1	1.212477951e-06
627	1	1.175219778e-06
628	1	1.166379922e-06
629	1	1.162609648e-06
630	1	1.158042446e-06
631	1	1.142901428e-06
632	1	1.109950445e-06
633	1	1.081875153e-06
634	1	1.058246592e-06
635	1	1.023165295e-06
636	1	9.967491962e-07
637	1	9.638489336e-07
638	1	9.39961838e-07
639	1	9.191986029e-07
640	1	9.155288061e-07
641	1	8.889768033e-07
642	1	8.858623778e-07
643	1	8.821251734e-07
644	1	8.52297954e-07
645	1	8.235183126e-07
646	1	8.202800311e-07
647	1	8.015324404e-07
648	1	7.9118155e-07
649	1	7.671934703e-07
650	1	7.601686865e-07
651	1	7.355332492e-07
652	1	7.119255228e-07
653	1	6.93364975e-07
654	1	6.765901532e-07
655	1	6.668938652e-07
656	1	6.627995129e-07
657	1	6.407673204e-07
658	1	6.228379463e-07
659	1	6.207951269e-07
660	1	6.1863295e-07
661	1	6.081797545e-07
